id,loan_status
58886,0.003355958
58887,0.84189403
58888,0.37532142
58889,0.98931944
58890,0.108903974
58891,0.49836877
58892,0.009754124
58893,0.04280239
58894,0.050068777
58895,0.000476629
58896,0.0067101023
58897,0.061483182
58898,0.13326465
58899,0.9636705
58900,0.023563754
58901,0.027395278
58902,0.07339794
58903,0.0025711234
58904,0.037318654
58905,0.0013450441
58906,0.12671438
58907,0.042259242
58908,0.007347339
58909,0.024621652
58910,0.008154795
58911,0.014416397
58912,0.0004203385
58913,0.12039996
58914,0.042156238
58915,0.0074403463
58916,0.011729744
58917,0.02587952
58918,0.016894357
58919,0.007480804
58920,0.12360381
58921,0.0008353843
58922,0.035701655
58923,0.0006943604
58924,0.040013935
58925,0.024134649
58926,0.19560191
58927,0.021473447
58928,0.07181005
58929,0.0008771401
58930,0.012641818
58931,0.97720885
58932,0.8432322
58933,0.10498292
58934,0.047368594
58935,0.014602717
58936,0.032248143
58937,0.01310273
58938,0.004633807
58939,0.009281837
58940,0.003440506
58941,0.9782608
58942,0.9736304
58943,0.039098907
58944,0.0065191076
58945,0.020341944
58946,0.02194922
58947,0.0069269678
58948,0.02543225
58949,0.006015049
58950,0.3508627
58951,0.073008746
58952,0.009324669
58953,0.0045419037
58954,0.99796665
58955,0.025795095
58956,0.0016160428
58957,0.9955309
58958,0.99964166
58959,0.018263975
58960,0.02596484
58961,0.0032268937
58962,0.026019821
58963,0.060559835
58964,0.04106909
58965,0.013417022
58966,0.016955964
58967,0.0010740013
58968,0.027242534
58969,0.30935666
58970,0.0039520143
58971,0.08739251
58972,0.017240984
58973,0.98148257
58974,0.09932116
58975,0.11824965
58976,0.035249326
58977,0.039283667
58978,0.046525598
58979,0.02150918
58980,0.003959548
58981,0.0046405112
58982,0.0038376297
58983,0.0020101622
58984,0.01477974
58985,0.051583678
58986,0.97512305
58987,0.0011635243
58988,0.020667993
58989,0.020535378
58990,0.004269696
58991,0.010037552
58992,0.0034502053
58993,0.0006937912
58994,0.007903409
58995,0.999777
58996,0.011932421
58997,0.96227455
58998,0.005130337
58999,0.0065846792
59000,0.09130761
59001,0.051821597
59002,0.13737631
59003,0.032862384
59004,0.05179132
59005,0.0035334728
59006,0.03533146
59007,0.022586131
59008,0.9688997
59009,0.025868844
59010,0.0020781653
59011,0.010466068
59012,0.029134385
59013,0.004078992
59014,0.0056594764
59015,0.1261929
59016,0.0044630338
59017,0.0063404473
59018,0.019417396
59019,0.005880154
59020,0.002277076
59021,0.016874624
59022,0.06665297
59023,0.9253728
59024,0.046859287
59025,0.99144495
59026,0.0022656939
59027,0.0019397174
59028,0.018192554
59029,0.12544927
59030,0.003581325
59031,0.6846018
59032,0.9233512
59033,0.2011268
59034,0.0763756
59035,0.004010764
59036,0.091118604
59037,0.10069554
59038,0.016061647
59039,0.018712506
59040,0.005693784
59041,0.009550654
59042,0.046865653
59043,0.9607289
59044,0.0020142205
59045,0.0030379177
59046,0.42706543
59047,0.25104254
59048,0.0038677629
59049,0.03244371
59050,0.00046710757
59051,0.030814225
59052,0.001038495
59053,0.04939201
59054,0.044001188
59055,0.041385353
59056,0.0076350207
59057,0.9386733
59058,0.0006164185
59059,0.42110908
59060,0.004140172
59061,0.014646639
59062,0.028808072
59063,0.0036774257
59064,0.010338847
59065,8.732328e-05
59066,0.014107949
59067,0.001327705
59068,0.028131241
59069,0.036037367
59070,0.012015505
59071,0.091634996
59072,0.012350069
59073,0.98292416
59074,0.020385796
59075,0.059090625
59076,0.049496874
59077,0.9987244
59078,0.053337067
59079,0.06220022
59080,0.0024202415
59081,0.014196684
59082,0.03558792
59083,0.0069734408
59084,0.00045889124
59085,0.030998237
59086,0.1003007
59087,0.1912109
59088,0.045195382
59089,0.031500544
59090,0.021641128
59091,0.003023619
59092,0.15777466
59093,0.038148493
59094,0.0030086967
59095,0.00029009362
59096,0.98947453
59097,0.076890916
59098,0.012963387
59099,0.001960786
59100,0.0027092514
59101,0.0019433487
59102,0.030841008
59103,0.02102273
59104,0.00014956176
59105,0.08020187
59106,0.00031602028
59107,0.0878431
59108,0.08663969
59109,0.021821884
59110,0.017189497
59111,0.01287184
59112,0.015596388
59113,0.96085554
59114,0.029689722
59115,0.14525513
59116,0.0019521213
59117,0.0018732589
59118,0.08546263
59119,0.009223665
59120,0.0015253266
59121,0.003089263
59122,0.031463433
59123,0.99817216
59124,0.9464716
59125,0.040980835
59126,0.7183228
59127,0.042893726
59128,0.007539388
59129,0.0037726704
59130,0.018439882
59131,0.03610594
59132,0.21383704
59133,0.58311564
59134,0.03786888
59135,0.00010281544
59136,0.0007239625
59137,0.014009804
59138,0.018664548
59139,0.0007642789
59140,0.027466565
59141,0.9946794
59142,0.069136046
59143,0.007708735
59144,0.032383464
59145,0.027768435
59146,0.03854302
59147,0.00201231
59148,0.014344156
59149,0.0029915501
59150,0.003000398
59151,0.016533494
59152,0.065424
59153,0.004733778
59154,0.044761743
59155,0.09272285
59156,0.088066384
59157,0.013039905
59158,0.018762304
59159,0.0016388515
59160,0.07325876
59161,0.01248168
59162,0.006734121
59163,0.024522962
59164,0.036266126
59165,0.10313241
59166,0.0035900597
59167,0.055355243
59168,0.046984408
59169,0.9657877
59170,0.0036302733
59171,0.03823993
59172,0.16785182
59173,0.001941987
59174,0.00070041604
59175,0.0013980722
59176,0.07083622
59177,0.003563394
59178,0.00039107166
59179,0.0022462993
59180,0.18510608
59181,0.4811976
59182,0.98787004
59183,0.01734998
59184,0.07348487
59185,0.084884726
59186,0.0075230002
59187,0.005187791
59188,0.014657504
59189,0.018018812
59190,0.0065947897
59191,0.0038952038
59192,0.42262894
59193,0.009165036
59194,0.060124427
59195,0.025872178
59196,0.0056354254
59197,0.039481238
59198,0.07008707
59199,0.012052246
59200,0.9998809
59201,0.0036857037
59202,0.002843425
59203,0.45510253
59204,0.12444978
59205,0.003146081
59206,0.009270252
59207,0.028980669
59208,0.031057265
59209,0.007450555
59210,0.01768105
59211,0.23551117
59212,0.03984515
59213,0.046837986
59214,0.031248573
59215,0.0011486695
59216,0.013255577
59217,0.002149343
59218,0.005434301
59219,0.0028915382
59220,0.7250127
59221,0.8614188
59222,0.009899858
59223,0.0011365142
59224,0.070707135
59225,0.004602681
59226,0.003632311
59227,0.18235365
59228,0.15100259
59229,0.0013136406
59230,0.006527989
59231,0.0005174934
59232,0.076461874
59233,0.024788471
59234,0.047213297
59235,0.0026085542
59236,0.11030665
59237,0.009710549
59238,0.0013410745
59239,0.5223972
59240,0.0032626216
59241,0.04624281
59242,0.037031062
59243,0.99533695
59244,0.022756472
59245,0.9042459
59246,0.0063862116
59247,0.022658132
59248,0.0004137109
59249,0.063041955
59250,0.23334274
59251,0.10898135
59252,0.02014506
59253,0.042183515
59254,0.034256138
59255,0.0008458279
59256,0.0005605657
59257,0.9967738
59258,0.079274535
59259,0.99983394
59260,0.009437003
59261,0.012575076
59262,0.07032799
59263,5.9531256e-05
59264,0.5086865
59265,0.63205177
59266,0.03967169
59267,0.40147388
59268,0.10640034
59269,0.0044940086
59270,0.9985238
59271,0.0077147656
59272,0.97948265
59273,0.058481
59274,0.1438652
59275,0.015770573
59276,0.06710581
59277,0.0036325557
59278,0.05342985
59279,0.010962296
59280,0.000280741
59281,0.03726781
59282,0.004133919
59283,0.0070008016
59284,0.0027078395
59285,0.016999448
59286,0.1172473
59287,0.0078706015
59288,0.98946315
59289,0.0039005135
59290,0.02671058
59291,0.03608644
59292,0.00046723385
59293,0.03210196
59294,0.99239385
59295,0.20664738
59296,0.0034458109
59297,0.0049116546
59298,0.009971352
59299,0.007616095
59300,0.1940531
59301,0.029272093
59302,0.015043971
59303,0.021441378
59304,0.04291977
59305,0.08099799
59306,0.0013289365
59307,0.004697632
59308,0.009149119
59309,0.0027212156
59310,0.0012046915
59311,0.06401266
59312,0.13044082
59313,0.8580234
59314,0.59389216
59315,0.0011140221
59316,0.52035064
59317,0.02102852
59318,0.034262385
59319,0.05539571
59320,0.024504457
59321,0.08366328
59322,0.034396023
59323,0.038018495
59324,0.96304464
59325,0.027408024
59326,0.012189453
59327,0.05499764
59328,0.028162435
59329,0.009302846
59330,0.03934673
59331,0.0452121
59332,0.0036301818
59333,0.0014682958
59334,0.026792753
59335,0.0060926345
59336,0.033825804
59337,0.01079162
59338,0.08927663
59339,0.43816352
59340,0.5179944
59341,0.050101887
59342,0.14413224
59343,0.0027612427
59344,0.026735382
59345,0.0070307986
59346,0.0060385205
59347,0.06543522
59348,0.01172219
59349,0.0062724524
59350,0.0048575397
59351,0.045579948
59352,0.10833532
59353,0.9405404
59354,0.8317266
59355,0.00075245096
59356,0.00071511755
59357,0.00392688
59358,0.025882136
59359,0.023919862
59360,0.9950158
59361,0.0009699613
59362,0.7922674
59363,0.0017748069
59364,0.004727216
59365,0.0010749492
59366,0.0028071804
59367,0.024232402
59368,0.9470257
59369,0.009477482
59370,0.007939736
59371,0.011114102
59372,0.31103885
59373,0.026580377
59374,0.0045820563
59375,0.9942199
59376,0.82293785
59377,0.43520755
59378,0.048724677
59379,0.026245806
59380,0.09777139
59381,0.008333843
59382,0.10403819
59383,0.98835015
59384,0.018608516
59385,0.009148311
59386,0.05374189
59387,0.9920948
59388,0.082934685
59389,0.018521667
59390,0.032431163
59391,0.045040004
59392,0.12380005
59393,0.9243734
59394,0.9571421
59395,0.105287015
59396,0.015670825
59397,0.016430821
59398,0.0044275415
59399,0.007370562
59400,0.01739339
59401,0.016732179
59402,0.15005016
59403,0.0073609184
59404,0.009382147
59405,0.00038540686
59406,0.01482483
59407,0.023740962
59408,0.10212742
59409,0.023980003
59410,0.003231721
59411,0.003938083
59412,0.0044720215
59413,0.00022383747
59414,0.09752459
59415,0.0057211365
59416,0.0124378465
59417,0.0030985493
59418,0.0026889239
59419,0.0009919906
59420,0.0922664
59421,0.11934248
59422,0.02710447
59423,0.048423138
59424,0.9281515
59425,0.036433112
59426,0.0032752203
59427,0.0024895817
59428,0.4576786
59429,0.0027143569
59430,0.0014025985
59431,0.03756497
59432,0.0055596074
59433,0.010520163
59434,0.00016886581
59435,0.0010388552
59436,0.0008942198
59437,0.0021337627
59438,0.5032266
59439,0.1747613
59440,0.0036199102
59441,0.016840618
59442,0.0010603499
59443,0.0011874558
59444,0.042199958
59445,0.04508218
59446,0.035444453
59447,0.020471562
59448,0.0037801617
59449,0.0026337423
59450,0.057223063
59451,0.9800617
59452,0.04834408
59453,0.015327298
59454,0.023394901
59455,0.019148149
59456,0.0310434
59457,0.99259466
59458,0.099241585
59459,0.17960018
59460,0.07727766
59461,0.005043607
59462,0.84364367
59463,0.0014476182
59464,0.24698487
59465,0.118481584
59466,0.07919563
59467,0.02865594
59468,0.001059898
59469,0.12464172
59470,0.0006192603
59471,0.0033963944
59472,0.10699567
59473,0.0065567065
59474,0.013796357
59475,0.047899824
59476,0.0060029924
59477,0.019081082
59478,0.0011078286
59479,0.020028349
59480,0.008826377
59481,0.24537082
59482,0.9938
59483,0.0034737228
59484,0.005005126
59485,0.025027948
59486,0.11975138
59487,0.059868068
59488,0.037401915
59489,0.005014294
59490,0.018895354
59491,0.9867754
59492,0.010418309
59493,0.0030009942
59494,0.00053813664
59495,0.9092048
59496,0.007990141
59497,0.98689926
59498,0.020905029
59499,0.024249185
59500,0.99800223
59501,0.07150584
59502,0.8882494
59503,0.20294896
59504,0.0011002792
59505,0.124151014
59506,0.0014205755
59507,0.0016085721
59508,0.006773333
59509,0.012474276
59510,0.03712013
59511,0.00016316136
59512,0.0027939023
59513,0.054115437
59514,0.0128767295
59515,0.048414215
59516,0.014960115
59517,0.6124985
59518,0.0011784986
59519,0.00122489
59520,0.008335325
59521,0.007992719
59522,0.09825866
59523,0.017475318
59524,0.0026534619
59525,0.6390494
59526,0.21954401
59527,0.014841664
59528,0.055165563
59529,0.031659923
59530,0.9679893
59531,0.0013817548
59532,0.00041503675
59533,0.045658488
59534,0.06379704
59535,0.032779843
59536,0.032779165
59537,0.011391184
59538,0.085749194
59539,0.030931314
59540,0.5217536
59541,0.00821592
59542,0.03049088
59543,0.014465163
59544,0.058581557
59545,0.011115192
59546,0.05540773
59547,0.014466666
59548,0.00097117963
59549,0.019304214
59550,0.0027574545
59551,0.005117032
59552,0.0038975095
59553,0.005598843
59554,0.9402297
59555,0.009341732
59556,0.003807908
59557,0.001997916
59558,0.023521813
59559,0.012088228
59560,0.0043230765
59561,0.0058740755
59562,0.12025903
59563,0.014659543
59564,0.19483684
59565,0.0050121937
59566,0.020118548
59567,0.008627746
59568,0.0023215173
59569,0.0048166276
59570,0.028969623
59571,0.035673603
59572,0.014558861
59573,0.040975057
59574,0.9797111
59575,0.0066018
59576,0.020729238
59577,0.16499545
59578,0.87166405
59579,0.0028044758
59580,0.0053130444
59581,0.026555916
59582,0.0042988122
59583,0.007891954
59584,0.00072061585
59585,0.03170929
59586,0.0048539867
59587,0.02241547
59588,0.09116029
59589,0.0734322
59590,0.00048068335
59591,0.18773732
59592,0.049915012
59593,0.0006285294
59594,0.08226909
59595,0.007877314
59596,0.08997706
59597,0.9468564
59598,0.031936027
59599,0.10687526
59600,0.9836754
59601,0.0010780216
59602,0.13055657
59603,0.042518474
59604,0.016263844
59605,0.0018788493
59606,0.035167255
59607,0.03228951
59608,0.0075441375
59609,0.005311197
59610,0.99284863
59611,0.0068766586
59612,0.9916009
59613,0.13130789
59614,0.10713373
59615,0.008596987
59616,0.04286006
59617,0.02745119
59618,0.20091003
59619,0.021930475
59620,0.016293136
59621,0.043435592
59622,0.0015166526
59623,0.05407464
59624,0.19395848
59625,0.034240335
59626,0.022574587
59627,0.042865977
59628,0.005124504
59629,0.0024551526
59630,0.05235542
59631,0.004830494
59632,0.0064518885
59633,0.013005149
59634,0.017552864
59635,0.0025962465
59636,0.028775059
59637,0.07661546
59638,0.993082
59639,0.023855956
59640,0.0039554015
59641,0.017799972
59642,0.00698465
59643,0.06274914
59644,0.037377972
59645,0.27838996
59646,0.0024444668
59647,0.9763006
59648,0.0013030464
59649,0.009528537
59650,0.0011036805
59651,0.0024400384
59652,0.0058265245
59653,0.0034395633
59654,0.013665863
59655,0.019661473
59656,0.27561855
59657,0.9280185
59658,0.002739949
59659,0.018156447
59660,0.17609371
59661,0.011268209
59662,0.91924804
59663,0.04583808
59664,0.09864075
59665,0.025760984
59666,0.013756255
59667,0.008142781
59668,0.012999299
59669,0.004067527
59670,0.07640664
59671,0.00086603255
59672,0.0028127225
59673,0.007073601
59674,0.4246569
59675,0.00023985992
59676,0.19338374
59677,0.92973405
59678,0.0022778257
59679,0.011592645
59680,0.00044577263
59681,0.008694522
59682,0.033752024
59683,0.00068181864
59684,0.027996156
59685,0.011554369
59686,0.27731025
59687,0.008602459
59688,0.00434378
59689,0.109935686
59690,0.0006914776
59691,0.0030770192
59692,0.050371457
59693,0.006495122
59694,0.08871976
59695,0.0037577874
59696,0.9336393
59697,0.0035603463
59698,0.007754598
59699,0.0047652144
59700,0.029927325
59701,0.0028183374
59702,0.0060911267
59703,0.0343259
59704,0.0016296578
59705,0.12782745
59706,0.0052854586
59707,0.068105035
59708,0.17531174
59709,0.02962899
59710,0.018057762
59711,0.02883079
59712,0.015901713
59713,0.06269114
59714,0.9491215
59715,0.68591475
59716,0.030664334
59717,0.0020875917
59718,0.024517715
59719,0.96789247
59720,0.0045919255
59721,0.96251845
59722,0.0017787946
59723,0.005840373
59724,0.17169066
59725,0.02116302
59726,0.0062138326
59727,0.14569664
59728,0.0007735066
59729,0.0011326412
59730,0.094223656
59731,0.11452159
59732,0.051185913
59733,0.012517389
59734,0.0051735956
59735,0.0016572373
59736,0.0701838
59737,0.0022503072
59738,0.55148953
59739,0.03310143
59740,0.014279484
59741,0.004624186
59742,0.12810437
59743,0.014528505
59744,0.027076812
59745,0.042481598
59746,0.012963735
59747,0.9989016
59748,0.029813781
59749,0.010933408
59750,0.21229589
59751,0.0025132776
59752,0.06670388
59753,0.0034494707
59754,0.0018530948
59755,0.0077941236
59756,0.0058011264
59757,0.019382427
59758,0.0070065684
59759,0.004339709
59760,0.0417426
59761,0.026771009
59762,0.07743627
59763,0.00014114233
59764,0.052130796
59765,0.0058814865
59766,0.08556997
59767,0.05204289
59768,0.002009185
59769,0.007904348
59770,0.036844786
59771,0.014692923
59772,0.004400677
59773,0.011597701
59774,0.041059863
59775,0.22365065
59776,0.3470986
59777,0.05617166
59778,0.0021336074
59779,0.035241295
59780,0.0019633127
59781,0.01476831
59782,0.08111084
59783,0.048858896
59784,0.021089887
59785,0.0032846746
59786,0.30057862
59787,0.69465595
59788,0.031613752
59789,0.03323099
59790,0.0073474124
59791,0.00041775894
59792,0.025073132
59793,0.026698891
59794,0.8988332
59795,0.9895363
59796,0.009784661
59797,0.01940884
59798,0.002200379
59799,0.0021829926
59800,0.27283558
59801,0.020460688
59802,0.12059897
59803,0.120516255
59804,0.055875897
59805,0.0007261477
59806,0.0037506465
59807,0.005233077
59808,0.00046614837
59809,0.015741305
59810,0.006001064
59811,0.0062635685
59812,0.008554213
59813,0.0016956804
59814,0.00077694684
59815,0.10297407
59816,0.14251465
59817,0.005465481
59818,0.47322533
59819,0.19512235
59820,0.012326681
59821,0.040765565
59822,0.009686707
59823,0.025945576
59824,0.10191396
59825,0.003404005
59826,0.041970894
59827,0.13745701
59828,0.07475175
59829,0.05061273
59830,0.016409827
59831,0.0028415718
59832,0.18378833
59833,0.06456128
59834,0.0030700532
59835,0.0020216953
59836,0.037203867
59837,0.047385465
59838,0.12587866
59839,0.05200677
59840,0.04535085
59841,0.99602807
59842,0.009047664
59843,0.009344954
59844,0.31467813
59845,0.013017695
59846,0.0017027654
59847,0.0060578035
59848,0.023619832
59849,0.00012291568
59850,0.9925452
59851,0.00051835336
59852,0.021875488
59853,0.0026743284
59854,0.0013955986
59855,0.004144885
59856,0.001813325
59857,0.029391976
59858,0.9910364
59859,0.027439324
59860,0.94868577
59861,0.003979846
59862,0.016384978
59863,0.006753653
59864,0.0028964337
59865,0.019833662
59866,0.013724211
59867,0.061409418
59868,0.0031979613
59869,0.02448667
59870,0.0010681689
59871,0.0026606459
59872,0.0031425806
59873,0.010146673
59874,0.016041102
59875,0.06083975
59876,0.0051965932
59877,0.03576131
59878,0.980028
59879,0.0028402212
59880,0.990829
59881,0.0013261776
59882,0.023062943
59883,0.05591846
59884,0.020575333
59885,0.048179504
59886,0.03001895
59887,0.80957085
59888,0.017548572
59889,0.0012851144
59890,0.01263234
59891,0.53249884
59892,0.023511115
59893,0.0108771045
59894,0.01028121
59895,0.1641621
59896,0.0067649204
59897,0.005505931
59898,0.0078065796
59899,0.0052443114
59900,0.010684963
59901,0.9981629
59902,0.0115071405
59903,0.0036283887
59904,0.33234376
59905,0.06269133
59906,0.15595256
59907,0.0026716017
59908,0.007071642
59909,0.12929578
59910,0.05763461
59911,0.021092234
59912,0.034415025
59913,0.0013019608
59914,0.13284642
59915,0.0479111
59916,0.00037550338
59917,0.014839321
59918,0.001914828
59919,0.024949636
59920,0.017198313
59921,0.09065165
59922,0.026916794
59923,0.022167323
59924,0.0016147001
59925,0.9363813
59926,0.0019643267
59927,0.012063351
59928,0.0010219773
59929,0.00092335476
59930,0.006893515
59931,0.033198368
59932,0.023263818
59933,0.023820478
59934,0.0025026451
59935,0.0024396726
59936,0.035760522
59937,0.0375329
59938,0.08361768
59939,0.3826202
59940,0.34233722
59941,0.0016999665
59942,0.0016482546
59943,0.03175053
59944,0.120138
59945,0.0117367115
59946,0.015880989
59947,0.0032581433
59948,0.024129804
59949,0.99423546
59950,0.004928169
59951,0.10510281
59952,0.0029187805
59953,0.04303728
59954,0.018362086
59955,0.0004491358
59956,0.011773625
59957,0.143378
59958,0.038514484
59959,0.019981846
59960,0.0006856831
59961,0.0073917154
59962,0.13634369
59963,0.0013618227
59964,0.005327736
59965,0.011779613
59966,0.9376106
59967,0.0071935016
59968,0.0042808456
59969,0.0036989108
59970,0.09667243
59971,0.98798686
59972,0.93946964
59973,0.05084246
59974,0.0023017775
59975,0.017745456
59976,0.0015691209
59977,0.04610207
59978,0.07009611
59979,0.0074854186
59980,0.9868919
59981,0.074951656
59982,0.9941801
59983,0.08567593
59984,0.00953003
59985,0.009181232
59986,0.023316892
59987,0.009430154
59988,0.07878675
59989,0.0026399386
59990,0.0692698
59991,0.09714517
59992,0.0017718677
59993,0.0055774255
59994,0.06100634
59995,0.97803795
59996,0.018968783
59997,0.05382589
59998,0.1093974
59999,0.004542816
60000,9.16941e-05
60001,0.010340398
60002,0.12692502
60003,0.01049782
60004,0.008163334
60005,0.017478889
60006,0.02830461
60007,0.008354597
60008,0.0063278815
60009,0.03427322
60010,0.022783434
60011,0.011956856
60012,0.15224685
60013,0.0021255051
60014,0.00803889
60015,0.02939244
60016,0.18978962
60017,0.21552263
60018,0.034115948
60019,0.9792573
60020,0.045882303
60021,0.0012123921
60022,0.34638867
60023,0.039753065
60024,0.9954022
60025,0.011218787
60026,0.24834387
60027,0.72201055
60028,0.008041243
60029,0.98908895
60030,0.8925908
60031,0.26963174
60032,0.23914877
60033,0.0015194359
60034,0.0007686192
60035,0.10418181
60036,0.009128281
60037,0.0017724682
60038,0.016051838
60039,0.011042705
60040,0.03302477
60041,0.03071021
60042,0.01089229
60043,0.028835833
60044,0.0471056
60045,0.0023393533
60046,0.09684813
60047,0.055367462
60048,0.010060106
60049,0.02983483
60050,0.054866616
60051,0.9961224
60052,0.011271646
60053,0.019199818
60054,0.003548167
60055,0.030257616
60056,0.03571048
60057,0.29335415
60058,0.061343502
60059,0.0020126118
60060,0.030447157
60061,0.0046158754
60062,0.20881541
60063,0.0011061967
60064,0.0037044766
60065,0.0028063888
60066,0.074501425
60067,0.18007061
60068,0.000921769
60069,0.023939908
60070,0.01552756
60071,0.005403811
60072,0.14230962
60073,0.02171684
60074,0.044652343
60075,0.015707651
60076,0.009497181
60077,0.030066313
60078,0.14855193
60079,0.0044779484
60080,0.008906706
60081,0.2963215
60082,0.026782628
60083,0.077627815
60084,0.03929192
60085,0.025946533
60086,0.1888967
60087,0.0013003394
60088,0.0348862
60089,0.01787647
60090,0.01812111
60091,0.97388184
60092,0.0028232126
60093,0.04497709
60094,0.0009999665
60095,0.2209552
60096,0.006359806
60097,0.000117080344
60098,0.35604775
60099,0.0063396636
60100,0.010930557
60101,0.05165296
60102,0.0011820248
60103,0.0027377075
60104,0.21130443
60105,0.013862904
60106,0.00025781608
60107,0.0024775479
60108,0.03642337
60109,0.021314828
60110,0.018084494
60111,0.00579503
60112,0.022116393
60113,0.023269843
60114,0.075206906
60115,0.0006488427
60116,0.9910557
60117,0.022855572
60118,0.022820242
60119,0.0020881353
60120,0.064137906
60121,0.012172756
60122,0.011526835
60123,0.007421288
60124,0.028149093
60125,0.0317591
60126,0.005290533
60127,0.04832825
60128,0.021901738
60129,0.0010541752
60130,0.013086584
60131,0.7825486
60132,0.9968189
60133,0.45813993
60134,0.017411467
60135,0.06553812
60136,0.0028378707
60137,0.0057895076
60138,0.055639427
60139,0.084343895
60140,0.367117
60141,0.00026622444
60142,0.0009678639
60143,0.9899485
60144,0.124046504
60145,0.0015725723
60146,0.04305494
60147,0.035969354
60148,0.0003342891
60149,0.0013787741
60150,0.01217626
60151,0.9668335
60152,0.04120151
60153,0.0039414135
60154,0.25687778
60155,0.002098182
60156,0.0069983024
60157,0.18278947
